Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ee.fhir.hcert.json	10220	-	0	0	0	0	0	0	9	56	0	0	0	0	0	0	0	0	0	0	69	78	0	0	0	2	0	0
fsh-generated/resources/Composition-1100.json	11670	41	0	0	0	0	0	0	2	58389	0	0	0	0	0	0	0	1	0	0	38	38	0	0	0	0	0	0
fsh-generated/resources/Composition-500.json	3976	16	0	0	1	0	0	0	1	1509	0	0	0	0	0	0	0	0	0	0	17	24	0	0	0	0	0	0
fsh-generated/resources/OperationDefinition-ee-health-certificate-cancel.json	862	23	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	13	15	0	0	0	1	0	0
fsh-generated/resources/OperationDefinition-ee-health-certificate-get-consent.json	909	14	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	16	13	0	0	0	0	0	0
fsh-generated/resources/OperationDefinition-ee-health-certificate-pdf.json	939	14	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	11	13	0	0	0	0	0	0
fsh-generated/resources/OperationDefinition-ee-health-certificate-set-consent.json	1056	13	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0
fsh-generated/resources/OperationDefinition-ee-health-certificate-suspend.json	857	13	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	1	0	0
fsh-generated/resources/Organization-90006399.json	99	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0
fsh-generated/resources/Patient-200.json	430	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
fsh-generated/resources/Practitioner-36109255737.json	284	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-100.json	191	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-300.json	197	5	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	17	7	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ee-health-certificate-contained-observation.json	3751	5	0	68	0	0	0	0	0	52	0	0	0	0	0	0	0	1	0	0	249	1298	0	0	0	9	1	1
fsh-generated/resources/StructureDefinition-ee-health-certificate-decision.json	1238	3	0	31	1	0	0	0	0	54	0	0	0	0	0	0	0	1	0	0	187	4668	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-ee-health-certificate-driver.json	1852	4	0	3136	0	0	0	0	0	1697	0	0	1	0	0	0	0	2	0	0	716	2152	0	0	0	26	0	2
fsh-generated/resources/StructureDefinition-ee-health-certificate-medical-restriction.json	2911	3	0	32	0	0	0	0	0	20	0	0	0	0	0	0	0	1	0	0	176	249	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-ee-health-certificate-occupational-employer.json	883	3	0	268	0	0	0	0	0	49	0	0	0	0	0	0	0	4	0	0	801	1531	0	0	0	29	1	3
fsh-generated/resources/StructureDefinition-ee-health-certificate-occupational-employment.json	4071	3	0	18	0	0	0	0	0	1030	0	0	0	0	0	0	0	0	0	0	259	942	0	0	0	8	0	1
